"Project ID","Project name","Project url","Language ID","Language name","Approval progress","Translation progress","Words total","Words translated","Words approved","Phrases total","Phrases translated","Phrases approved"
771783,"Dodo app","https://crowdin.com/project/dodo-app","ro","Romanian",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","ru","Russian",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","sr","Serbian (Cyrillic)",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","sv-SE","Swedish",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","tr","Turkish",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","uk","Ukrainian",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","vi","Vietnamese",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","zh-CN","Chinese Simplified",0,0,1,0,0,1,0,0
771783,"Dodo app","https://crowdin.com/project/dodo-app","zh-TW","Chinese Traditional",0,0,1,0,0,1,0,0
771785,"Elschools","https://crowdin.com/project/elschools","af","Afrikaans",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","ar","Arabic",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","ca","Catalan",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","cs","Czech",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","da","Danish",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","de","German",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","el","Greek",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","en","English",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","es-ES","Spanish",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","fi","Finnish",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","fr","French",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","he","Hebrew",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","hu","Hungarian",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","it","Italian",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","ja","Japanese",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","ko","Korean",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","nl","Dutch",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","no","Norwegian",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","pl","Polish",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","pt-BR","Portuguese, Brazilian",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","pt-PT","Portuguese",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","ro","Romanian",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","ru","Russian",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","sr","Serbian (Cyrillic)",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","sv-SE","Swedish",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","tr","Turkish",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","uk","Ukrainian",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","vi","Vietnamese",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","zh-CN","Chinese Simplified",0,0,0,0,0,0,0,0
771785,"Elschools","https://crowdin.com/project/elschools","zh-TW","Chinese Traditional",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","af","Afrikaans",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","ar","Arabic",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","ca","Catalan",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","cs","Czech",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","da","Danish",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","de","German",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","el","Greek",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","en","English",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","es-ES","Spanish",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","fi","Finnish",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","fr","French",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","he","Hebrew",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","hu","Hungarian",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","it","Italian",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","ja","Japanese",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","ko","Korean",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","nl","Dutch",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","no","Norwegian",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","pl","Polish",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","pt-BR","Portuguese, Brazilian",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","pt-PT","Portuguese",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","ro","Romanian",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","ru","Russian",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","sr","Serbian (Cyrillic)",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","sv-SE","Swedish",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","tr","Turkish",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","uk","Ukrainian",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","vi","Vietnamese",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","zh-CN","Chinese Simplified",0,0,0,0,0,0,0,0
771787,"EIschools","https://crowdin.com/project/eischools","zh-TW","Chinese Traditional",0,0,0,0,0,0,0,0
